observation_date,USALOLITONOSTSAM
1955-01-01,101.30090000000000
1955-02-01,101.62100000000000
1955-03-01,101.88620000000000
1955-04-01,102.07310000000000
1955-05-01,102.18140000000000
1955-06-01,102.21769999999999
1955-07-01,102.22029999999999
1955-08-01,102.20760000000000
1955-09-01,102.18450000000000
1955-10-01,102.13639999999999
1955-11-01,102.03270000000001
1955-12-01,101.85150000000000
1956-01-01,101.58680000000000
1956-02-01,101.27970000000001
1956-03-01,100.97920000000001
1956-04-01,100.69900000000000
1956-05-01,100.45640000000000
1956-06-01,100.29000000000001
1956-07-01,100.23040000000000
1956-08-01,100.27860000000000
1956-09-01,100.38549999999999
1956-10-01,100.49840000000000
1956-11-01,100.57320000000000
1956-12-01,100.56699999999999
1957-01-01,100.46250000000001
1957-02-01,100.29970000000000
1957-03-01,100.08270000000000
1957-04-01,99.84571000000000
1957-05-01,99.61492000000000
1957-06-01,99.36835000000001
1957-07-01,99.07580000000000
1957-08-01,98.71835000000000
1957-09-01,98.29863000000000
1957-10-01,97.85729000000001
1957-11-01,97.45750000000000
1957-12-01,97.14787000000000
1958-01-01,96.98372000000001
1958-02-01,96.99688000000000
1958-03-01,97.18298000000000
1958-04-01,97.51980000000000
1958-05-01,97.99330999999999
1958-06-01,98.55898000000001
1958-07-01,99.15711000000000
1958-08-01,99.74894999999999
1958-09-01,100.31710000000000
1958-10-01,100.86220000000000
1958-11-01,101.37309999999999
1958-12-01,101.83900000000000
1959-01-01,102.25980000000000
1959-02-01,102.59550000000000
1959-03-01,102.80830000000000
1959-04-01,102.87560000000001
1959-05-01,102.79040000000001
1959-06-01,102.56260000000000
1959-07-01,102.23099999999999
1959-08-01,101.86340000000000
1959-09-01,101.52430000000000
1959-10-01,101.25140000000000
1959-11-01,101.05100000000000
1959-12-01,100.89330000000000
1960-01-01,100.69130000000000
1960-02-01,100.41650000000000
1960-03-01,100.11210000000000
1960-04-01,99.82441000000000
1960-05-01,99.57290999999999
1960-06-01,99.35302000000000
1960-07-01,99.14601000000000
1960-08-01,98.94968000000000
1960-09-01,98.75539000000001
1960-10-01,98.58868000000000
1960-11-01,98.47929999999999
1960-12-01,98.45916000000000
1961-01-01,98.54543000000000
1961-02-01,98.75620000000001
1961-03-01,99.07895000000001
1961-04-01,99.46701000000000
1961-05-01,99.86288000000000
1961-06-01,100.23110000000000
1961-07-01,100.54810000000001
1961-08-01,100.80710000000001
1961-09-01,100.99600000000000
1961-10-01,101.11279999999999
1961-11-01,101.16280000000000
1961-12-01,101.13420000000001
1962-01-01,101.02000000000000
1962-02-01,100.83700000000000
1962-03-01,100.58740000000000
1962-04-01,100.29450000000000
1962-05-01,99.99861000000000
1962-06-01,99.74097000000000
1962-07-01,99.56328999999999
1962-08-01,99.47347000000001
1962-09-01,99.46961000000000
1962-10-01,99.53916000000000
1962-11-01,99.66576999999999
1962-12-01,99.81844000000000
1963-01-01,99.96941000000000
1963-02-01,100.10030000000000
1963-03-01,100.20359999999999
1963-04-01,100.27570000000000
1963-05-01,100.30289999999999
1963-06-01,100.28500000000000
1963-07-01,100.24160000000001
1963-08-01,100.19680000000000
1963-09-01,100.17230000000001
1963-10-01,100.16430000000000
1963-11-01,100.16830000000000
1963-12-01,100.19670000000001
1964-01-01,100.25980000000000
1964-02-01,100.33700000000000
1964-03-01,100.42250000000000
1964-04-01,100.50709999999999
1964-05-01,100.58440000000000
1964-06-01,100.65389999999999
1964-07-01,100.71160000000000
1964-08-01,100.75020000000001
1964-09-01,100.78870000000001
1964-10-01,100.83240000000001
1964-11-01,100.89630000000000
1964-12-01,100.97260000000000
1965-01-01,101.04010000000000
1965-02-01,101.08020000000000
1965-03-01,101.08170000000000
1965-04-01,101.04160000000000
1965-05-01,100.97660000000000
1965-06-01,100.91640000000000
1965-07-01,100.89490000000001
1965-08-01,100.92970000000000
1965-09-01,101.02710000000000
1965-10-01,101.17650000000000
1965-11-01,101.35370000000000
1965-12-01,101.52360000000000
1966-01-01,101.64409999999999
1966-02-01,101.67319999999999
1966-03-01,101.58780000000000
1966-04-01,101.39030000000000
1966-05-01,101.10330000000000
1966-06-01,100.78200000000000
1966-07-01,100.45330000000000
1966-08-01,100.13480000000000
1966-09-01,99.83085000000000
1966-10-01,99.53641000000000
1966-11-01,99.26322999999999
1966-12-01,99.02983000000000
1967-01-01,98.85872000000001
1967-02-01,98.76607000000000
1967-03-01,98.77964000000000
1967-04-01,98.90298000000000
1967-05-01,99.12391000000000
1967-06-01,99.40025000000000
1967-07-01,99.69651000000000
1967-08-01,99.98224000000000
1967-09-01,100.22839999999999
1967-10-01,100.42440000000001
1967-11-01,100.56619999999999
1967-12-01,100.65519999999999
1968-01-01,100.68810000000001
1968-02-01,100.69230000000000
1968-03-01,100.68640000000001
1968-04-01,100.68060000000000
1968-05-01,100.68190000000000
1968-06-01,100.70340000000000
1968-07-01,100.75749999999999
1968-08-01,100.85500000000000
1968-09-01,100.99570000000000
1968-10-01,101.13590000000001
1968-11-01,101.22400000000000
1968-12-01,101.24169999999999
1969-01-01,101.19350000000000
1969-02-01,101.08669999999999
1969-03-01,100.93020000000000
1969-04-01,100.72490000000001
1969-05-01,100.47570000000000
1969-06-01,100.22320000000001
1969-07-01,99.99941000000000
1969-08-01,99.81283999999999
1969-09-01,99.64270000000000
1969-10-01,99.45759000000000
1969-11-01,99.23992000000000
1969-12-01,98.98591999999999
1970-01-01,98.70323999999999
1970-02-01,98.42298000000000
1970-03-01,98.17242000000000
1970-04-01,97.97534000000000
1970-05-01,97.85787999999999
1970-06-01,97.81253000000000
1970-07-01,97.81305999999999
1970-08-01,97.85154000000000
1970-09-01,97.94428000000001
1970-10-01,98.12047000000000
1970-11-01,98.41434000000000
1970-12-01,98.81816000000001
1971-01-01,99.25796000000000
1971-02-01,99.65057000000000
1971-03-01,99.94370000000001
1971-04-01,100.13420000000001
1971-05-01,100.23170000000000
1971-06-01,100.26550000000000
1971-07-01,100.27260000000000
1971-08-01,100.29300000000001
1971-09-01,100.36830000000000
1971-10-01,100.52880000000000
1971-11-01,100.78660000000001
1971-12-01,101.12479999999999
1972-01-01,101.47900000000000
1972-02-01,101.79540000000000
1972-03-01,102.04310000000000
1972-04-01,102.22570000000000
1972-05-01,102.36570000000000
1972-06-01,102.48930000000000
1972-07-01,102.62920000000000
1972-08-01,102.80670000000001
1972-09-01,103.00279999999999
1972-10-01,103.18650000000000
1972-11-01,103.33310000000000
1972-12-01,103.41090000000000
1973-01-01,103.39830000000001
1973-02-01,103.28610000000000
1973-03-01,103.07140000000000
1973-04-01,102.77030000000001
1973-05-01,102.41719999999999
1973-06-01,102.05500000000001
1973-07-01,101.71790000000000
1973-08-01,101.42659999999999
1973-09-01,101.19450000000001
1973-10-01,101.00660000000001
1973-11-01,100.82210000000001
1973-12-01,100.62520000000001
1974-01-01,100.42480000000000
1974-02-01,100.19710000000001
1974-03-01,99.92331000000000
1974-04-01,99.58797000000000
1974-05-01,99.19759000000001
1974-06-01,98.76356000000000
1974-07-01,98.29788000000001
1974-08-01,97.80349000000000
1974-09-01,97.29028000000000
1974-10-01,96.80699000000000
1974-11-01,96.39722000000000
1974-12-01,96.12173000000000
1975-01-01,96.03522000000000
1975-02-01,96.12878000000001
1975-03-01,96.37400000000000
1975-04-01,96.74030000000000
1975-05-01,97.17007000000000
1975-06-01,97.62247000000001
1975-07-01,98.06983000000000
1975-08-01,98.48931000000000
1975-09-01,98.87869999999999
1975-10-01,99.24827999999999
1975-11-01,99.60960000000000
1975-12-01,99.96946000000000
1976-01-01,100.31340000000000
1976-02-01,100.60299999999999
1976-03-01,100.80900000000000
1976-04-01,100.93240000000000
1976-05-01,100.98540000000000
1976-06-01,100.99240000000000
1976-07-01,100.97480000000000
1976-08-01,100.94740000000000
1976-09-01,100.93620000000000
1976-10-01,100.96240000000000
1976-11-01,101.04770000000001
1976-12-01,101.18620000000000
1977-01-01,101.35070000000000
1977-02-01,101.51980000000000
1977-03-01,101.66860000000000
1977-04-01,101.76790000000000
1977-05-01,101.81130000000000
1977-06-01,101.79910000000000
1977-07-01,101.74220000000000
1977-08-01,101.65960000000000
1977-09-01,101.57610000000000
1977-10-01,101.50610000000000
1977-11-01,101.45080000000000
1977-12-01,101.41549999999999
1978-01-01,101.41070000000001
1978-02-01,101.44650000000000
1978-03-01,101.55220000000000
1978-04-01,101.70130000000000
1978-05-01,101.85209999999999
1978-06-01,101.96610000000000
1978-07-01,102.02170000000000
1978-08-01,102.01040000000000
1978-09-01,101.93429999999999
1978-10-01,101.79970000000000
1978-11-01,101.62609999999999
1978-12-01,101.44610000000000
1979-01-01,101.28660000000001
1979-02-01,101.13170000000000
1979-03-01,100.95350000000001
1979-04-01,100.73950000000001
1979-05-01,100.50630000000000
1979-06-01,100.26450000000000
1979-07-01,100.02580000000000
1979-08-01,99.80067000000000
1979-09-01,99.58069999999999
1979-10-01,99.34786000000000
1979-11-01,99.09998000000000
1979-12-01,98.84312000000000
1980-01-01,98.57850999999999
1980-02-01,98.29086000000000
1980-03-01,98.01622999999999
1980-04-01,97.86433000000000
1980-05-01,97.91743000000000
1980-06-01,98.20581000000000
1980-07-01,98.66565000000000
1980-08-01,99.18262000000000
1980-09-01,99.63390000000000
1980-10-01,99.93049999999999
1980-11-01,100.04920000000000
1980-12-01,100.03060000000001
1981-01-01,99.94302999999999
1981-02-01,99.83280000000001
1981-03-01,99.72244000000001
1981-04-01,99.58408000000000
1981-05-01,99.39135000000000
1981-06-01,99.15803000000000
1981-07-01,98.91457000000000
1981-08-01,98.66516000000000
1981-09-01,98.39061000000000
1981-10-01,98.10247000000000
1981-11-01,97.81953000000000
1981-12-01,97.56350000000000
1982-01-01,97.32259000000001
1982-02-01,97.07986000000000
1982-03-01,96.86130000000000
1982-04-01,96.70891000000000
1982-05-01,96.63784000000000
1982-06-01,96.65383000000000
1982-07-01,96.74605000000000
1982-08-01,96.90195000000000
1982-09-01,97.12506999999999
1982-10-01,97.41024000000000
1982-11-01,97.76778000000000
1982-12-01,98.20550000000000
1983-01-01,98.71169999999999
1983-02-01,99.26214000000000
1983-03-01,99.82935000000001
1983-04-01,100.38339999999999
1983-05-01,100.89290000000000
1983-06-01,101.32830000000000
1983-07-01,101.67520000000000
1983-08-01,101.93420000000000
1983-09-01,102.12350000000001
1983-10-01,102.25030000000000
1983-11-01,102.31970000000000
1983-12-01,102.33350000000000
1984-01-01,102.29519999999999
1984-02-01,102.19499999999999
1984-03-01,102.02640000000000
1984-04-01,101.79700000000000
1984-05-01,101.53310000000000
1984-06-01,101.25650000000000
1984-07-01,100.99570000000000
1984-08-01,100.76770000000000
1984-09-01,100.58730000000000
1984-10-01,100.46050000000000
1984-11-01,100.37479999999999
1984-12-01,100.31120000000000
1985-01-01,100.26190000000000
1985-02-01,100.21559999999999
1985-03-01,100.17740000000001
1985-04-01,100.14640000000000
1985-05-01,100.11910000000000
1985-06-01,100.09569999999999
1985-07-01,100.06690000000000
1985-08-01,100.04100000000000
1985-09-01,100.02249999999999
1985-10-01,100.01720000000000
1985-11-01,100.03070000000000
1985-12-01,100.05929999999999
1986-01-01,100.08300000000000
1986-02-01,100.09099999999999
1986-03-01,100.08410000000001
1986-04-01,100.07040000000001
1986-05-01,100.05430000000000
1986-06-01,100.02570000000000
1986-07-01,99.98146000000000
1986-08-01,99.93508000000000
1986-09-01,99.89490000000001
1986-10-01,99.87063000000001
1986-11-01,99.88251000000000
1986-12-01,99.95435000000001
1987-01-01,100.09529999999999
1987-02-01,100.28449999999999
1987-03-01,100.48160000000000
1987-04-01,100.66140000000000
1987-05-01,100.81000000000000
1987-06-01,100.91340000000000
1987-07-01,100.95460000000000
1987-08-01,100.91480000000000
1987-09-01,100.79859999999999
1987-10-01,100.63310000000000
1987-11-01,100.46540000000000
1987-12-01,100.34840000000000
1988-01-01,100.28840000000000
1988-02-01,100.27770000000000
1988-03-01,100.30570000000000
1988-04-01,100.35939999999999
1988-05-01,100.42710000000000
1988-06-01,100.48950000000001
1988-07-01,100.52719999999999
1988-08-01,100.54410000000000
1988-09-01,100.54840000000000
1988-10-01,100.54780000000000
1988-11-01,100.54250000000000
1988-12-01,100.52570000000000
1989-01-01,100.47700000000000
1989-02-01,100.38020000000000
1989-03-01,100.24169999999999
1989-04-01,100.08570000000000
1989-05-01,99.93597000000000
1989-06-01,99.82004000000001
1989-07-01,99.74884000000000
1989-08-01,99.72080000000000
1989-09-01,99.72266000000000
1989-10-01,99.73515000000000
1989-11-01,99.75606999999999
1989-12-01,99.78288000000001
1990-01-01,99.81332999999999
1990-02-01,99.84049000000000
1990-03-01,99.83984000000000
1990-04-01,99.77231999999999
1990-05-01,99.61870999999999
1990-06-01,99.36127000000000
1990-07-01,99.00511000000000
1990-08-01,98.57829000000000
1990-09-01,98.14633000000001
1990-10-01,97.77141000000000
1990-11-01,97.51246999999999
1990-12-01,97.41020000000000
1991-01-01,97.46426000000000
1991-02-01,97.65934000000000
1991-03-01,97.94866000000000
1991-04-01,98.27773000000001
1991-05-01,98.60796999999999
1991-06-01,98.90974000000000
1991-07-01,99.14071000000000
1991-08-01,99.26600999999999
1991-09-01,99.29152999999999
1991-10-01,99.24661000000000
1991-11-01,99.18011000000000
1991-12-01,99.14919000000000
1992-01-01,99.19389000000000
1992-02-01,99.30665999999999
1992-03-01,99.45885000000000
1992-04-01,99.59687000000000
1992-05-01,99.68438999999999
1992-06-01,99.71066999999999
1992-07-01,99.70095999999999
1992-08-01,99.69195999999999
1992-09-01,99.72226999999999
1992-10-01,99.81341999999999
1992-11-01,99.94526999999999
1992-12-01,100.06350000000000
1993-01-01,100.12120000000000
1993-02-01,100.10610000000000
1993-03-01,100.02419999999999
1993-04-01,99.90348000000000
1993-05-01,99.76300999999999
1993-06-01,99.64481000000001
1993-07-01,99.58023000000000
1993-08-01,99.59232000000000
1993-09-01,99.68640000000001
1993-10-01,99.85351000000000
1993-11-01,100.06580000000000
1993-12-01,100.30080000000000
1994-01-01,100.52100000000000
1994-02-01,100.70070000000000
1994-03-01,100.83550000000000
1994-04-01,100.92130000000000
1994-05-01,100.96010000000000
1994-06-01,100.95710000000000
1994-07-01,100.92550000000000
1994-08-01,100.87869999999999
1994-09-01,100.81800000000000
1994-10-01,100.73660000000000
1994-11-01,100.61390000000000
1994-12-01,100.43989999999999
1995-01-01,100.20970000000000
1995-02-01,99.92545000000000
1995-03-01,99.61501000000000
1995-04-01,99.32603000000000
1995-05-01,99.09779000000000
1995-06-01,98.94574000000000
1995-07-01,98.85793000000000
1995-08-01,98.80331000000000
1995-09-01,98.75618000000000
1995-10-01,98.71662000000001
1995-11-01,98.69784000000000
1995-12-01,98.71310000000000
1996-01-01,98.77291000000000
1996-02-01,98.88390000000000
1996-03-01,99.03500000000000
1996-04-01,99.19447000000000
1996-05-01,99.34370000000000
1996-06-01,99.46487000000000
1996-07-01,99.54958000000001
1996-08-01,99.61668000000000
1996-09-01,99.68049999999999
1996-10-01,99.74556000000000
1996-11-01,99.81941999999999
1996-12-01,99.89876000000000
1997-01-01,99.99177000000000
1997-02-01,100.10599999999999
1997-03-01,100.22910000000000
1997-04-01,100.35690000000000
1997-05-01,100.48460000000000
1997-06-01,100.60700000000000
1997-07-01,100.71420000000001
1997-08-01,100.79130000000001
1997-09-01,100.84300000000000
1997-10-01,100.87020000000000
1997-11-01,100.86810000000000
1997-12-01,100.83570000000000
1998-01-01,100.78890000000000
1998-02-01,100.72790000000001
1998-03-01,100.63639999999999
1998-04-01,100.51170000000000
1998-05-01,100.35540000000000
1998-06-01,100.17780000000000
1998-07-01,100.00650000000000
1998-08-01,99.86337000000000
1998-09-01,99.77712000000000
1998-10-01,99.77876000000001
1998-11-01,99.87112000000000
1998-12-01,100.02130000000000
1999-01-01,100.20650000000001
1999-02-01,100.39500000000000
1999-03-01,100.56470000000000
1999-04-01,100.71339999999999
1999-05-01,100.84090000000000
1999-06-01,100.93790000000000
1999-07-01,101.00740000000000
1999-08-01,101.05790000000000
1999-09-01,101.10230000000000
1999-10-01,101.14800000000000
1999-11-01,101.19540000000001
1999-12-01,101.22839999999999
2000-01-01,101.22350000000000
2000-02-01,101.16580000000000
2000-03-01,101.08020000000000
2000-04-01,100.97460000000000
2000-05-01,100.84420000000000
2000-06-01,100.69700000000000
2000-07-01,100.53360000000001
2000-08-01,100.34110000000000
2000-09-01,100.11680000000000
2000-10-01,99.84575000000000
2000-11-01,99.53703000000000
2000-12-01,99.20428000000000
2001-01-01,98.90028000000000
2001-02-01,98.66687000000000
2001-03-01,98.51558000000000
2001-04-01,98.43899000000000
2001-05-01,98.41459000000000
2001-06-01,98.39322000000000
2001-07-01,98.35278000000000
2001-08-01,98.29589000000000
2001-09-01,98.25891000000000
2001-10-01,98.30439000000000
2001-11-01,98.45556000000001
2001-12-01,98.69349000000000
2002-01-01,98.96920000000000
2002-02-01,99.23076000000000
2002-03-01,99.42764000000000
2002-04-01,99.50980000000000
2002-05-01,99.45938000000000
2002-06-01,99.28413999999999
2002-07-01,99.03129000000000
2002-08-01,98.76103999999999
2002-09-01,98.51003000000000
2002-10-01,98.31223000000000
2002-11-01,98.18129000000000
2002-12-01,98.09320000000000
2003-01-01,98.02883000000000
2003-02-01,97.99784000000000
2003-03-01,98.02911000000000
2003-04-01,98.14709999999999
2003-05-01,98.34695000000001
2003-06-01,98.60476000000000
2003-07-01,98.90761999999999
2003-08-01,99.24580000000000
2003-09-01,99.60869000000000
2003-10-01,99.97696000000001
2003-11-01,100.32070000000000
2003-12-01,100.60970000000000
2004-01-01,100.82810000000001
2004-02-01,100.95900000000000
2004-03-01,101.01710000000000
2004-04-01,101.01550000000000
2004-05-01,100.97380000000000
2004-06-01,100.90100000000000
2004-07-01,100.80320000000000
2004-08-01,100.69499999999999
2004-09-01,100.60080000000001
2004-10-01,100.53700000000001
2004-11-01,100.51130000000001
2004-12-01,100.49950000000000
2005-01-01,100.46920000000000
2005-02-01,100.41419999999999
2005-03-01,100.34460000000000
2005-04-01,100.29310000000000
2005-05-01,100.28270000000001
2005-06-01,100.31130000000000
2005-07-01,100.35670000000000
2005-08-01,100.42180000000000
2005-09-01,100.51870000000000
2005-10-01,100.65680000000000
2005-11-01,100.82250000000001
2005-12-01,100.97990000000000
2006-01-01,101.10100000000000
2006-02-01,101.17720000000000
2006-03-01,101.20340000000000
2006-04-01,101.17680000000000
2006-05-01,101.11950000000000
2006-06-01,101.06720000000000
2006-07-01,101.03720000000000
2006-08-01,101.04870000000000
2006-09-01,101.10750000000000
2006-10-01,101.19490000000000
2006-11-01,101.29880000000000
2006-12-01,101.41000000000000
2007-01-01,101.51790000000000
2007-02-01,101.62320000000000
2007-03-01,101.73190000000000
2007-04-01,101.83510000000000
2007-05-01,101.91350000000000
2007-06-01,101.95420000000000
2007-07-01,101.94270000000000
2007-08-01,101.87600000000000
2007-09-01,101.77900000000000
2007-10-01,101.67019999999999
2007-11-01,101.55450000000000
2007-12-01,101.44260000000000
2008-01-01,101.32580000000000
2008-02-01,101.19310000000000
2008-03-01,101.04660000000000
2008-04-01,100.86420000000000
2008-05-01,100.61570000000000
2008-06-01,100.26649999999999
2008-07-01,99.78567000000000
2008-08-01,99.16016000000000
2008-09-01,98.40291000000001
2008-10-01,97.57042000000000
2008-11-01,96.77334000000000
2008-12-01,96.10251000000000
2009-01-01,95.61550000000000
2009-02-01,95.34590000000000
2009-03-01,95.30938999999999
2009-04-01,95.49648000000001
2009-05-01,95.84531000000000
2009-06-01,96.29185000000000
2009-07-01,96.77999000000000
2009-08-01,97.27346000000000
2009-09-01,97.74572000000001
2009-10-01,98.18285000000000
2009-11-01,98.58450000000001
2009-12-01,98.95368000000001
2010-01-01,99.27216000000000
2010-02-01,99.50830999999999
2010-03-01,99.66566000000000
2010-04-01,99.72920999999999
2010-05-01,99.70831000000000
2010-06-01,99.63864000000000
2010-07-01,99.57850999999999
2010-08-01,99.57319000000000
2010-09-01,99.63367000000000
2010-10-01,99.74897000000000
2010-11-01,99.91078000000000
2010-12-01,100.08350000000000
2011-01-01,100.23020000000000
2011-02-01,100.31920000000000
2011-03-01,100.31810000000000
2011-04-01,100.22470000000000
2011-05-01,100.04920000000000
2011-06-01,99.81157000000000
2011-07-01,99.55637000000000
2011-08-01,99.34052000000000
2011-09-01,99.22665000000001
2011-10-01,99.24260000000000
2011-11-01,99.37043000000000
2011-12-01,99.56332999999999
2012-01-01,99.75617000000000
2012-02-01,99.89115000000000
2012-03-01,99.94395000000000
2012-04-01,99.91798000000000
2012-05-01,99.83439000000000
2012-06-01,99.72973000000000
2012-07-01,99.64982999999999
2012-08-01,99.61892000000000
2012-09-01,99.64855000000000
2012-10-01,99.71512000000000
2012-11-01,99.80225000000000
2012-12-01,99.91215000000000
2013-01-01,100.03980000000000
2013-02-01,100.17000000000000
2013-03-01,100.27920000000000
2013-04-01,100.38120000000001
2013-05-01,100.48230000000000
2013-06-01,100.56229999999999
2013-07-01,100.61100000000000
2013-08-01,100.64000000000000
2013-09-01,100.65219999999999
2013-10-01,100.65610000000000
2013-11-01,100.65960000000000
2013-12-01,100.65309999999999
2014-01-01,100.64210000000000
2014-02-01,100.65720000000000
2014-03-01,100.69860000000000
2014-04-01,100.75030000000000
2014-05-01,100.79570000000000
2014-06-01,100.82920000000000
2014-07-01,100.84600000000000
2014-08-01,100.84860000000000
2014-09-01,100.83810000000000
2014-10-01,100.81130000000000
2014-11-01,100.76860000000001
2014-12-01,100.70520000000000
2015-01-01,100.62240000000000
2015-02-01,100.52640000000000
2015-03-01,100.42640000000000
2015-04-01,100.32700000000000
2015-05-01,100.22210000000000
2015-06-01,100.10780000000000
2015-07-01,99.96508000000000
2015-08-01,99.80468999999999
2015-09-01,99.64994000000000
2015-10-01,99.52224000000000
2015-11-01,99.41467000000000
2015-12-01,99.32087000000000
2016-01-01,99.24446000000000
2016-02-01,99.19215000000000
2016-03-01,99.17310000000001
2016-04-01,99.17165000000000
2016-05-01,99.17371000000000
2016-06-01,99.17411000000000
2016-07-01,99.18951000000000
2016-08-01,99.23175999999999
2016-09-01,99.31292999999999
2016-10-01,99.42847000000000
2016-11-01,99.56319000000001
2016-12-01,99.69708000000000
2017-01-01,99.80352000000001
2017-02-01,99.87235000000000
2017-03-01,99.90405000000000
2017-04-01,99.91348000000001
2017-05-01,99.91911000000000
2017-06-01,99.93415000000000
2017-07-01,99.96451999999999
2017-08-01,100.03300000000000
2017-09-01,100.13100000000000
2017-10-01,100.24710000000000
2017-11-01,100.36430000000000
2017-12-01,100.47720000000000
2018-01-01,100.58710000000001
2018-02-01,100.68590000000000
2018-03-01,100.74670000000000
2018-04-01,100.76450000000000
2018-05-01,100.74930000000001
2018-06-01,100.70760000000000
2018-07-01,100.64130000000000
2018-08-01,100.55260000000000
2018-09-01,100.42749999999999
2018-10-01,100.26060000000000
2018-11-01,100.06619999999999
2018-12-01,99.86469000000000
2019-01-01,99.67632000000000
2019-02-01,99.51739999999999
2019-03-01,99.38997999999999
2019-04-01,99.27512000000000
2019-05-01,99.17093000000000
2019-06-01,99.08028000000000
2019-07-01,99.00743000000000
2019-08-01,98.96102999999999
2019-09-01,98.96491000000000
2019-10-01,99.01381000000001
2019-11-01,99.08696999999999
2019-12-01,99.15616000000000
2020-01-01,99.18732000000000
2020-02-01,99.15326000000000
2020-03-01,97.89362000000000
2020-04-01,93.48370000000000
2020-05-01,94.92280000000000
2020-06-01,96.59299000000000
2020-07-01,97.98195000000000
2020-08-01,98.58877000000000
2020-09-01,98.85850000000001
2020-10-01,99.18831000000000
2020-11-01,99.54637000000000
2020-12-01,99.92158999999999
2021-01-01,100.25790000000001
2021-02-01,100.59350000000001
2021-03-01,100.88630000000001
2021-04-01,101.13100000000000
2021-05-01,101.20370000000000
2021-06-01,101.21129999999999
2021-07-01,101.16880000000000
2021-08-01,101.10639999999999
2021-09-01,101.05490000000000
2021-10-01,101.01830000000000
2021-11-01,100.98739999999999
2021-12-01,100.94150000000000
2022-01-01,100.86470000000000
2022-02-01,100.75040000000000
2022-03-01,100.58530000000000
2022-04-01,100.36799999999999
2022-05-01,100.10160000000000
2022-06-01,99.82359000000000
2022-07-01,99.57863999999999
2022-08-01,99.38433000000001
2022-09-01,99.22839000000000
2022-10-01,99.10165000000001
2022-11-01,99.00354000000000
2022-12-01,98.94633000000000
2023-01-01,98.92989000000000
2023-02-01,98.93414000000000
2023-03-01,98.95952000000000
2023-04-01,99.02001000000000
2023-05-01,99.11296000000000
2023-06-01,99.22750000000001
2023-07-01,99.33507000000000
2023-08-01,99.42046000000001
2023-09-01,99.48235000000000
2023-10-01,99.53435000000000
2023-11-01,99.60859000000001
2023-12-01,99.71787999999999
2024-01-01,99.85411000000001
